nm,CIE 1924 - V(lbd) ,CIE 1951 - V'(lbd),CIE 1931 - x2,CIE 1931 - y2,CIE 1931 - z2,CIE 1964 - x10,CIE 1964 - y10,CIE 1964 - z10
589,0.76915470000000000000,0.06990000000000000000,1.018006400000,0.769154700000,0.001146667000,1.11200000000000000000,0.78789300000000000000,0.00000000000000000000
590,0.75700000000000000000,0.06550000000000000000,1.026300000000,0.757000000000,0.001100000000,1.11852000000000000000,0.77740500000000000000,0.00000000000000000000
591,0.74475410000000000000,0.06130000000000000000,1.033982700000,0.744754100000,0.001068800000,1.12380000000000000000,0.76649000000000000000,0.00000000000000000000
592,0.73242240000000000000,0.05740000000000000000,1.040986000000,0.732422400000,0.001049400000,1.12800000000000000000,0.75530900000000000000,0.00000000000000000000
593,0.72000360000000000000,0.05370000000000000000,1.047188000000,0.720003600000,0.001035600000,1.13110000000000000000,0.74384500000000000000,0.00000000000000000000
594,0.70749650000000000000,0.05020000000000000000,1.052466700000,0.707496500000,0.001021200000,1.13320000000000000000,0.73219000000000000000,0.00000000000000000000
595,0.69490000000000000000,0.04690000000000000000,1.056700000000,0.694900000000,0.001000000000,1.13430000000000000000,0.72035300000000000000,0.00000000000000000000
596,0.68221920000000000000,0.04380000000000000000,1.059794400000,0.682219200000,0.000968640000,1.13430000000000000000,0.70828100000000000000,0.00000000000000000000
597,0.66947160000000000000,0.04090000000000000000,1.061799200000,0.669471600000,0.000929920000,1.13330000000000000000,0.69605500000000000000,0.00000000000000000000
598,0.65667440000000000000,0.03816000000000000000,1.062806800000,0.656674400000,0.000886880000,1.13120000000000000000,0.68362100000000000000,0.00000000000000000000
599,0.64384480000000000000,0.03558000000000000000,1.062909600000,0.643844800000,0.000842560000,1.12810000000000000000,0.67104800000000000000,0.00000000000000000000
600,0.63100000000000000000,0.03315000000000000000,1.062200000000,0.631000000000,0.000800000000,1.12399000000000000000,0.65834100000000000000,0.00000000000000000000
601,0.61815550000000000000,0.03087000000000000000,1.060735200000,0.618155500000,0.000760960000,1.11890000000000000000,0.64554500000000000000,0.00000000000000000000
602,0.60531440000000000000,0.02874000000000000000,1.058443600000,0.605314400000,0.000723680000,1.11290000000000000000,0.63271800000000000000,0.00000000000000000000
603,0.59247560000000000000,0.02674000000000000000,1.055224400000,0.592475600000,0.000685920000,1.10590000000000000000,0.61981500000000000000,0.00000000000000000000
604,0.57963790000000000000,0.02487000000000000000,1.050976800000,0.579637900000,0.000645440000,1.09800000000000000000,0.60688700000000000000,0.00000000000000000000
605,0.56680000000000000000,0.02312000000000000000,1.045600000000,0.566800000000,0.000600000000,1.08910000000000000000,0.59387800000000000000,0.00000000000000000000
606,0.55396110000000000000,0.02147000000000000000,1.039036900000,0.553961100000,0.000547866700,1.07920000000000000000,0.58078100000000000000,0.00000000000000000000
607,0.54113720000000000000,0.01994000000000000000,1.031360800000,0.541137200000,0.000491600000,1.06840000000000000000,0.56765300000000000000,0.00000000000000000000
608,0.52835280000000000000,0.01851000000000000000,1.022666200000,0.528352800000,0.000435400000,1.05670000000000000000,0.55449000000000000000,0.00000000000000000000
609,0.51563230000000000000,0.01718000000000000000,1.013047700000,0.515632300000,0.000383466700,1.04400000000000000000,0.54122800000000000000,0.00000000000000000000
610,0.50300000000000000000,0.01593000000000000000,1.002600000000,0.503000000000,0.000340000000,1.03048000000000000000,0.52796300000000000000,0.00000000000000000000
611,0.49046880000000000000,0.01477000000000000000,0.991367500000,0.490468800000,0.000307253300,1.01600000000000000000,0.51463400000000000000,0.00000000000000000000
612,0.47803040000000000000,0.01369000000000000000,0.979331400000,0.478030400000,0.000283160000,1.00080000000000000000,0.50136300000000000000,0.00000000000000000000
613,0.46567760000000000000,0.01269000000000000000,0.966491600000,0.465677600000,0.000265440000,0.98479000000000000000,0.48812400000000000000,0.00000000000000000000
614,0.45340320000000000000,0.01175000000000000000,0.952847900000,0.453403200000,0.000251813300,0.96808000000000000000,0.47493500000000000000,0.00000000000000000000
615,0.44120000000000000000,0.01088000000000000000,0.938400000000,0.441200000000,0.000240000000,0.95074000000000000000,0.46183400000000000000,0.00000000000000000000
616,0.42908000000000000000,0.01007000000000000000,0.923194000000,0.429080000000,0.000229546700,0.93280000000000000000,0.44882300000000000000,0.00000000000000000000
617,0.41703600000000000000,0.00932000000000000000,0.907244000000,0.417036000000,0.000220640000,0.91434000000000000000,0.43591700000000000000,0.00000000000000000000
618,0.40503200000000000000,0.00862000000000000000,0.890502000000,0.405032000000,0.000211960000,0.89539000000000000000,0.42315300000000000000,0.00000000000000000000
